1,0,0,0,0,0,0,32,4,5,1,1,1,1
1,0,0,0,0,0,0,32,4,5,2,1,1,0
1,0,0,0,0,0,0,32,4,5,2,2,0,0
1,0,0,0,0,0,0,32,4,6,1,1,1,1
1,0,0,0,0,0,0,32,4,6,2,1,1,0
1,0,0,0,0,0,0,32,4,6,2,2,0,0
1,0,0,0,0,0,0,32,4,7,1,1,1,1
1,0,0,0,0,0,0,32,4,7,2,1,1,0
1,0,0,0,0,0,0,32,4,7,2,2,0,0
1,0,0,0,0,0,0,32,5,1,2,1,1,1
1,0,0,0,0,0,0,32,5,1,2,2,1,0
1,0,0,0,0,0,0,32,5,2,2,1,1,1
1,0,0,0,0,0,0,32,5,2,2,2,1,0
1,0,0,0,0,0,0,32,5,3,2,1,1,1
1,0,0,0,0,0,0,32,5,3,2,2,1,0
1,0,0,0,0,0,0,32,5,4,2,1,1,1
1,0,0,0,0,0,0,32,5,4,2,2,1,0
1,0,0,0,0,0,0,32,5,5,2,1,1,1
1,0,0,0,0,0,0,32,5,5,2,2,1,0
1,0,0,0,0,0,0,32,5,6,2,1,1,1
1,0,0,0,0,0,0,32,5,6,2,2,1,0
1,0,0,0,0,0,0,32,5,7,2,1,1,1
1,0,0,0,0,0,0,32,5,7,2,2,1,0
1,0,0,0,0,0,0,32,5,8,2,1,1,1
1,0,0,0,0,0,0,32,5,8,2,2,1,0
1,0,0,0,0,0,0,32,6,1,2,2,1,1
1,0,0,0,0,0,0,32,6,1,2,2,2,0
1,0,0,0,0,0,0,32,6,2,2,2,1,1
1,0,0,0,0,0,0,32,6,2,2,2,2,0
1,0,0,0,0,0,0,32,6,3,2,2,1,1
1,0,0,0,0,0,0,32,6,3,2,2,2,0
1,0,0,0,0,0,0,32,6,4,2,2,1,1
1,0,0,0,0,0,0,32,6,4,2,2,2,0
1,0,0,0,0,0,0,32,6,5,2,2,1,1
1,0,0,0,0,0,0,32,6,5,2,2,2,0
1,0,0,0,0,0,0,32,6,6,2,2,1,1
1,0,0,0,0,0,0,32,6,6,2,2,2,0
1,0,0,0,0,0,0,32,6,7,2,2,1,1
1,0,0,0,0,0,0,32,6,7,2,2,2,0
1,0,0,0,0,0,0,32,6,8,2,2,1,1
1,0,0,0,0,0,0,32,6,8,2,2,2,0
1,0,0,0,0,0,0,32,6,9,2,2,1,1
1,0,0,0,0,0,0,32,6,9,2,2,2,0
1,0,0,0,0,0,0,32,7,1,2,2,2,1
1,0,0,0,0,0,0,32,7,2,2,2,2,1
1,0,0,0,0,0,0,32,7,3,2,2,2,1
1,0,0,0,0,0,0,32,7,4,2,2,2,1
1,0,0,0,0,0,0,32,7,5,2,2,2,1
1,0,0,0,0,0,0,32,7,6,2,2,2,1
1,0,0,0,0,0,0,32,7,7,2,2,2,1
1,0,0,0,0,0,0,32,7,8,2,2,2,1
1,0,0,0,0,0,0,32,7,9,2,2,2,1
1,0,0,0,0,0,0,32,7,10,2,2,2,1
1,0,0,0,0,0,0,32,8,1,2,2,2,2
1,0,0,0,0,0,0,32,8,2,2,2,2,2
1,0,0,0,0,0,0,32,8,3,2,2,2,2
1,0,0,0,0,0,0,32,8,4,2,2,2,2
1,0,0,0,0,0,0,32,8,5,2,2,2,2
1,0,0,0,0,0,0,32,8,6,2,2,2,2
1,0,0,0,0,0,0,32,8,7,2,2,2,2
1,0,0,0,0,0,0,32,8,8,2,2,2,2
1,0,0,0,0,0,0,32,8,9,2,2,2,2
1,0,0,0,0,0,0,32,8,10,2,2,2,2
1,0,0,0,0,0,0,32,8,11,2,2,2,2
