1,0,0,0,0,0,0,32,1,1,1,0,0,0
1,0,0,0,0,0,0,32,1,2,1,0,0,0
1,0,0,0,0,0,0,32,1,3,1,0,0,0
1,0,0,0,0,0,0,32,1,4,1,0,0,0
1,0,0,0,0,0,0,32,2,1,1,1,0,0
1,0,0,0,0,0,0,32,2,1,2,0,0,0
1,0,0,0,0,0,0,32,2,2,1,1,0,0
1,0,0,0,0,0,0,32,2,2,2,0,0,0
1,0,0,0,0,0,0,32,2,3,1,1,0,0
1,0,0,0,0,0,0,32,2,3,2,0,0,0
1,0,0,0,0,0,0,32,2,4,1,1,0,0
1,0,0,0,0,0,0,32,2,4,2,0,0,0
1,0,0,0,0,0,0,32,2,5,1,1,0,0
1,0,0,0,0,0,0,32,2,5,2,0,0,0
1,0,0,0,0,0,0,32,3,1,1,1,1,0
1,0,0,0,0,0,0,32,3,1,2,1,0,0
1,0,0,0,0,0,0,32,3,2,1,1,1,0
1,0,0,0,0,0,0,32,3,2,2,1,0,0
1,0,0,0,0,0,0,32,3,3,1,1,1,0
1,0,0,0,0,0,0,32,3,3,2,1,0,0
1,0,0,0,0,0,0,32,3,4,1,1,1,0
1,0,0,0,0,0,0,32,3,4,2,1,0,0
1,0,0,0,0,0,0,32,3,5,1,1,1,0
1,0,0,0,0,0,0,32,3,5,2,1,0,0
1,0,0,0,0,0,0,32,3,6,1,1,1,0
1,0,0,0,0,0,0,32,3,6,2,1,0,0
1,0,0,0,0,0,0,32,4,1,1,1,1,1
1,0,0,0,0,0,0,32,4,1,2,1,1,0
1,0,0,0,0,0,0,32,4,1,2,2,0,0
1,0,0,0,0,0,0,32,4,2,1,1,1,1
1,0,0,0,0,0,0,32,4,2,2,1,1,0
1,0,0,0,0,0,0,32,4,2,2,2,0,0
1,0,0,0,0,0,0,32,4,3,1,1,1,1
1,0,0,0,0,0,0,32,4,3,2,1,1,0
1,0,0,0,0,0,0,32,4,3,2,2,0,0
1,0,0,0,0,0,0,32,4,4,1,1,1,1
1,0,0,0,0,0,0,32,4,4,2,1,1,0
1,0,0,0,0,0,0,32,4,4,2,2,0,0
